relative_path,distance_m,sf,bw_hz,tp_dbm
distance_37.5m/SF8/SF8_BW500000_TP2.csv,37.5,8,500000,2
distance_37.5m/SF8/SF8_BW500000_TP12.csv,37.5,8,500000,12
distance_37.5m/SF8/SF8_BW500000_TP22.csv,37.5,8,500000,22
distance_37.5m/SF9/SF9_BW62500_TP2.csv,37.5,9,62500,2
distance_37.5m/SF9/SF9_BW62500_TP12.csv,37.5,9,62500,12
distance_37.5m/SF9/SF9_BW62500_TP22.csv,37.5,9,62500,22
distance_37.5m/SF9/SF9_BW125000_TP2.csv,37.5,9,125000,2
distance_37.5m/SF9/SF9_BW125000_TP12.csv,37.5,9,125000,12
distance_37.5m/SF9/SF9_BW125000_TP22.csv,37.5,9,125000,22
distance_37.5m/SF9/SF9_BW250000_TP2.csv,37.5,9,250000,2
distance_37.5m/SF9/SF9_BW250000_TP12.csv,37.5,9,250000,12
distance_37.5m/SF9/SF9_BW250000_TP22.csv,37.5,9,250000,22
distance_37.5m/SF9/SF9_BW500000_TP2.csv,37.5,9,500000,2
distance_37.5m/SF9/SF9_BW500000_TP12.csv,37.5,9,500000,12
distance_37.5m/SF9/SF9_BW500000_TP22.csv,37.5,9,500000,22
distance_37.5m/SF10/SF10_BW62500_TP2.csv,37.5,10,62500,2
distance_37.5m/SF10/SF10_BW62500_TP12.csv,37.5,10,62500,12
distance_37.5m/SF10/SF10_BW62500_TP22.csv,37.5,10,62500,22
distance_37.5m/SF10/SF10_BW125000_TP2.csv,37.5,10,125000,2
distance_37.5m/SF10/SF10_BW125000_TP12.csv,37.5,10,125000,12
distance_37.5m/SF10/SF10_BW125000_TP22.csv,37.5,10,125000,22
distance_37.5m/SF10/SF10_BW250000_TP2.csv,37.5,10,250000,2
distance_37.5m/SF10/SF10_BW250000_TP12.csv,37.5,10,250000,12
distance_37.5m/SF10/SF10_BW250000_TP22.csv,37.5,10,250000,22
distance_37.5m/SF10/SF10_BW500000_TP2.csv,37.5,10,500000,2
distance_37.5m/SF10/SF10_BW500000_TP12.csv,37.5,10,500000,12
distance_37.5m/SF10/SF10_BW500000_TP22.csv,37.5,10,500000,22
distance_37.5m/SF11/SF11_BW125000_TP2.csv,37.5,11,125000,2
distance_37.5m/SF11/SF11_BW125000_TP12.csv,37.5,11,125000,12
distance_37.5m/SF11/SF11_BW125000_TP22.csv,37.5,11,125000,22
distance_37.5m/SF11/SF11_BW250000_TP2.csv,37.5,11,250000,2
distance_37.5m/SF11/SF11_BW250000_TP12.csv,37.5,11,250000,12
distance_37.5m/SF11/SF11_BW250000_TP22.csv,37.5,11,250000,22
distance_37.5m/SF11/SF11_BW500000_TP2.csv,37.5,11,500000,2
distance_37.5m/SF11/SF11_BW500000_TP12.csv,37.5,11,500000,12
distance_37.5m/SF11/SF11_BW500000_TP22.csv,37.5,11,500000,22
distance_37.5m/SF12/SF12_BW250000_TP2.csv,37.5,12,250000,2
distance_37.5m/SF12/SF12_BW250000_TP12.csv,37.5,12,250000,12
distance_37.5m/SF12/SF12_BW250000_TP22.csv,37.5,12,250000,22
distance_37.5m/SF12/SF12_BW500000_TP2.csv,37.5,12,500000,2
distance_37.5m/SF12/SF12_BW500000_TP12.csv,37.5,12,500000,12
distance_37.5m/SF12/SF12_BW500000_TP22.csv,37.5,12,500000,22
distance_43.75m/SF7/SF7_BW62500_TP2.csv,43.75,7,62500,2
distance_43.75m/SF7/SF7_BW62500_TP12.csv,43.75,7,62500,12
distance_43.75m/SF7/SF7_BW62500_TP22.csv,43.75,7,62500,22
distance_43.75m/SF7/SF7_BW125000_TP2.csv,43.75,7,125000,2
distance_43.75m/SF7/SF7_BW125000_TP12.csv,43.75,7,125000,12
distance_43.75m/SF7/SF7_BW125000_TP22.csv,43.75,7,125000,22
distance_43.75m/SF7/SF7_BW250000_TP2.csv,43.75,7,250000,2
distance_43.75m/SF7/SF7_BW250000_TP12.csv,43.75,7,250000,12
distance_43.75m/SF7/SF7_BW250000_TP22.csv,43.75,7,250000,22
distance_43.75m/SF7/SF7_BW500000_TP2.csv,43.75,7,500000,2
distance_43.75m/SF7/SF7_BW500000_TP12.csv,43.75,7,500000,12
distance_43.75m/SF7/SF7_BW500000_TP22.csv,43.75,7,500000,22
distance_43.75m/SF8/SF8_BW62500_TP2.csv,43.75,8,62500,2
distance_43.75m/SF8/SF8_BW62500_TP12.csv,43.75,8,62500,12
distance_43.75m/SF8/SF8_BW62500_TP22.csv,43.75,8,62500,22
distance_43.75m/SF8/SF8_BW125000_TP2.csv,43.75,8,125000,2
distance_43.75m/SF8/SF8_BW125000_TP12.csv,43.75,8,125000,12
distance_43.75m/SF8/SF8_BW125000_TP22.csv,43.75,8,125000,22
distance_43.75m/SF8/SF8_BW250000_TP2.csv,43.75,8,250000,2
distance_43.75m/SF8/SF8_BW250000_TP12.csv,43.75,8,250000,12
distance_43.75m/SF8/SF8_BW250000_TP22.csv,43.75,8,250000,22
distance_43.75m/SF8/SF8_BW500000_TP2.csv,43.75,8,500000,2
distance_43.75m/SF8/SF8_BW500000_TP12.csv,43.75,8,500000,12
distance_43.75m/SF8/SF8_BW500000_TP22.csv,43.75,8,500000,22
distance_43.75m/SF9/SF9_BW62500_TP2.csv,43.75,9,62500,2
distance_43.75m/SF9/SF9_BW62500_TP12.csv,43.75,9,62500,12
distance_43.75m/SF9/SF9_BW62500_TP22.csv,43.75,9,62500,22
distance_43.75m/SF9/SF9_BW125000_TP2.csv,43.75,9,125000,2
distance_43.75m/SF9/SF9_BW125000_TP12.csv,43.75,9,125000,12
distance_43.75m/SF9/SF9_BW125000_TP22.csv,43.75,9,125000,22
distance_43.75m/SF9/SF9_BW250000_TP2.csv,43.75,9,250000,2
distance_43.75m/SF9/SF9_BW250000_TP12.csv,43.75,9,250000,12
distance_43.75m/SF9/SF9_BW250000_TP22.csv,43.75,9,250000,22
distance_43.75m/SF9/SF9_BW500000_TP2.csv,43.75,9,500000,2
distance_43.75m/SF9/SF9_BW500000_TP12.csv,43.75,9,500000,12
distance_43.75m/SF9/SF9_BW500000_TP22.csv,43.75,9,500000,22
distance_43.75m/SF10/SF10_BW62500_TP2.csv,43.75,10,62500,2
distance_43.75m/SF10/SF10_BW62500_TP12.csv,43.75,10,62500,12
distance_43.75m/SF10/SF10_BW62500_TP22.csv,43.75,10,62500,22
distance_43.75m/SF10/SF10_BW125000_TP2.csv,43.75,10,125000,2
distance_43.75m/SF10/SF10_BW125000_TP12.csv,43.75,10,125000,12
distance_43.75m/SF10/SF10_BW125000_TP22.csv,43.75,10,125000,22
distance_43.75m/SF10/SF10_BW250000_TP2.csv,43.75,10,250000,2
distance_43.75m/SF10/SF10_BW250000_TP12.csv,43.75,10,250000,12
distance_43.75m/SF10/SF10_BW250000_TP22.csv,43.75,10,250000,22
distance_43.75m/SF10/SF10_BW500000_TP2.csv,43.75,10,500000,2
distance_43.75m/SF10/SF10_BW500000_TP12.csv,43.75,10,500000,12
distance_43.75m/SF10/SF10_BW500000_TP22.csv,43.75,10,500000,22
distance_43.75m/SF11/SF11_BW125000_TP2.csv,43.75,11,125000,2
distance_43.75m/SF11/SF11_BW125000_TP12.csv,43.75,11,125000,12
distance_43.75m/SF11/SF11_BW125000_TP22.csv,43.75,11,125000,22
distance_43.75m/SF11/SF11_BW250000_TP2.csv,43.75,11,250000,2
distance_43.75m/SF11/SF11_BW250000_TP12.csv,43.75,11,250000,12
distance_43.75m/SF11/SF11_BW250000_TP22.csv,43.75,11,250000,22
distance_43.75m/SF11/SF11_BW500000_TP2.csv,43.75,11,500000,2
distance_43.75m/SF11/SF11_BW500000_TP12.csv,43.75,11,500000,12
distance_43.75m/SF11/SF11_BW500000_TP22.csv,43.75,11,500000,22
distance_43.75m/SF12/SF12_BW250000_TP2.csv,43.75,12,250000,2
distance_43.75m/SF12/SF12_BW250000_TP12.csv,43.75,12,250000,12
distance_43.75m/SF12/SF12_BW250000_TP22.csv,43.75,12,250000,22
distance_43.75m/SF12/SF12_BW500000_TP2.csv,43.75,12,500000,2
distance_43.75m/SF12/SF12_BW500000_TP12.csv,43.75,12,500000,12
distance_43.75m/SF12/SF12_BW500000_TP22.csv,43.75,12,500000,22
distance_50.0m/SF7/SF7_BW62500_TP2.csv,50,7,62500,2
distance_50.0m/SF7/SF7_BW62500_TP12.csv,50,7,62500,12
distance_50.0m/SF7/SF7_BW62500_TP22.csv,50,7,62500,22
distance_50.0m/SF7/SF7_BW125000_TP2.csv,50,7,125000,2
distance_50.0m/SF7/SF7_BW125000_TP12.csv,50,7,125000,12
distance_50.0m/SF7/SF7_BW125000_TP22.csv,50,7,125000,22
distance_50.0m/SF7/SF7_BW250000_TP2.csv,50,7,250000,2
distance_50.0m/SF7/SF7_BW250000_TP12.csv,50,7,250000,12
distance_50.0m/SF7/SF7_BW250000_TP22.csv,50,7,250000,22
distance_50.0m/SF7/SF7_BW500000_TP2.csv,50,7,500000,2
distance_50.0m/SF7/SF7_BW500000_TP12.csv,50,7,500000,12
distance_50.0m/SF7/SF7_BW500000_TP22.csv,50,7,500000,22
distance_50.0m/SF8/SF8_BW62500_TP2.csv,50,8,62500,2
distance_50.0m/SF8/SF8_BW62500_TP12.csv,50,8,62500,12
distance_50.0m/SF8/SF8_BW62500_TP22.csv,50,8,62500,22
distance_50.0m/SF8/SF8_BW125000_TP2.csv,50,8,125000,2
distance_50.0m/SF8/SF8_BW125000_TP12.csv,50,8,125000,12
distance_50.0m/SF8/SF8_BW125000_TP22.csv,50,8,125000,22
distance_50.0m/SF8/SF8_BW250000_TP2.csv,50,8,250000,2
distance_50.0m/SF8/SF8_BW250000_TP12.csv,50,8,250000,12
distance_50.0m/SF8/SF8_BW250000_TP22.csv,50,8,250000,22
distance_50.0m/SF8/SF8_BW500000_TP2.csv,50,8,500000,2
distance_50.0m/SF8/SF8_BW500000_TP12.csv,50,8,500000,12
distance_50.0m/SF8/SF8_BW500000_TP22.csv,50,8,500000,22
distance_50.0m/SF9/SF9_BW62500_TP2.csv,50,9,62500,2
distance_50.0m/SF9/SF9_BW62500_TP12.csv,50,9,62500,12
distance_50.0m/SF9/SF9_BW62500_TP22.csv,50,9,62500,22
distance_50.0m/SF9/SF9_BW125000_TP2.csv,50,9,125000,2
distance_50.0m/SF9/SF9_BW125000_TP12.csv,50,9,125000,12
distance_50.0m/SF9/SF9_BW125000_TP22.csv,50,9,125000,22
distance_50.0m/SF9/SF9_BW250000_TP2.csv,50,9,250000,2
distance_50.0m/SF9/SF9_BW250000_TP12.csv,50,9,250000,12
distance_50.0m/SF9/SF9_BW250000_TP22.csv,50,9,250000,22
distance_50.0m/SF9/SF9_BW500000_TP2.csv,50,9,500000,2
distance_50.0m/SF9/SF9_BW500000_TP12.csv,50,9,500000,12
distance_50.0m/SF9/SF9_BW500000_TP22.csv,50,9,500000,22
distance_50.0m/SF10/SF10_BW62500_TP2.csv,50,10,62500,2
distance_50.0m/SF10/SF10_BW62500_TP12.csv,50,10,62500,12
distance_50.0m/SF10/SF10_BW62500_TP22.csv,50,10,62500,22
distance_50.0m/SF10/SF10_BW125000_TP2.csv,50,10,125000,2
distance_50.0m/SF10/SF10_BW125000_TP12.csv,50,10,125000,12
distance_50.0m/SF10/SF10_BW125000_TP22.csv,50,10,125000,22
distance_50.0m/SF10/SF10_BW250000_TP2.csv,50,10,250000,2
distance_50.0m/SF10/SF10_BW250000_TP12.csv,50,10,250000,12
distance_50.0m/SF10/SF10_BW250000_TP22.csv,50,10,250000,22
distance_50.0m/SF10/SF10_BW500000_TP2.csv,50,10,500000,2
distance_50.0m/SF10/SF10_BW500000_TP12.csv,50,10,500000,12
distance_50.0m/SF10/SF10_BW500000_TP22.csv,50,10,500000,22
distance_50.0m/SF11/SF11_BW125000_TP2.csv,50,11,125000,2
distance_50.0m/SF11/SF11_BW125000_TP12.csv,50,11,125000,12
distance_50.0m/SF11/SF11_BW125000_TP22.csv,50,11,125000,22
distance_50.0m/SF11/SF11_BW250000_TP2.csv,50,11,250000,2
distance_50.0m/SF11/SF11_BW250000_TP12.csv,50,11,250000,12
distance_50.0m/SF11/SF11_BW250000_TP22.csv,50,11,250000,22
distance_50.0m/SF11/SF11_BW500000_TP2.csv,50,11,500000,2
distance_50.0m/SF11/SF11_BW500000_TP12.csv,50,11,500000,12
distance_50.0m/SF11/SF11_BW500000_TP22.csv,50,11,500000,22
distance_50.0m/SF12/SF12_BW250000_TP2.csv,50,12,250000,2
distance_50.0m/SF12/SF12_BW250000_TP12.csv,50,12,250000,12
distance_50.0m/SF12/SF12_BW250000_TP22.csv,50,12,250000,22
distance_50.0m/SF12/SF12_BW500000_TP2.csv,50,12,500000,2
distance_50.0m/SF12/SF12_BW500000_TP12.csv,50,12,500000,12
distance_50.0m/SF12/SF12_BW500000_TP22.csv,50,12,500000,22
distance_56.25m/SF7/SF7_BW62500_TP2.csv,56.25,7,62500,2
distance_56.25m/SF7/SF7_BW62500_TP12.csv,56.25,7,62500,12
distance_56.25m/SF7/SF7_BW62500_TP22.csv,56.25,7,62500,22
distance_56.25m/SF7/SF7_BW125000_TP2.csv,56.25,7,125000,2
distance_56.25m/SF7/SF7_BW125000_TP12.csv,56.25,7,125000,12
distance_56.25m/SF7/SF7_BW125000_TP22.csv,56.25,7,125000,22
distance_56.25m/SF7/SF7_BW250000_TP2.csv,56.25,7,250000,2
distance_56.25m/SF7/SF7_BW250000_TP12.csv,56.25,7,250000,12
distance_56.25m/SF7/SF7_BW250000_TP22.csv,56.25,7,250000,22
distance_56.25m/SF7/SF7_BW500000_TP2.csv,56.25,7,500000,2
distance_56.25m/SF7/SF7_BW500000_TP12.csv,56.25,7,500000,12
distance_56.25m/SF7/SF7_BW500000_TP22.csv,56.25,7,500000,22
distance_56.25m/SF8/SF8_BW62500_TP2.csv,56.25,8,62500,2
distance_56.25m/SF8/SF8_BW62500_TP12.csv,56.25,8,62500,12
distance_56.25m/SF8/SF8_BW62500_TP22.csv,56.25,8,62500,22
distance_56.25m/SF8/SF8_BW125000_TP2.csv,56.25,8,125000,2
distance_56.25m/SF8/SF8_BW125000_TP12.csv,56.25,8,125000,12
distance_56.25m/SF8/SF8_BW125000_TP22.csv,56.25,8,125000,22
distance_56.25m/SF8/SF8_BW250000_TP2.csv,56.25,8,250000,2
distance_56.25m/SF8/SF8_BW250000_TP12.csv,56.25,8,250000,12
distance_56.25m/SF8/SF8_BW250000_TP22.csv,56.25,8,250000,22
distance_56.25m/SF8/SF8_BW500000_TP2.csv,56.25,8,500000,2
distance_56.25m/SF8/SF8_BW500000_TP12.csv,56.25,8,500000,12
distance_56.25m/SF8/SF8_BW500000_TP22.csv,56.25,8,500000,22
distance_56.25m/SF9/SF9_BW62500_TP2.csv,56.25,9,62500,2
distance_56.25m/SF9/SF9_BW62500_TP12.csv,56.25,9,62500,12
distance_56.25m/SF9/SF9_BW62500_TP22.csv,56.25,9,62500,22
distance_56.25m/SF9/SF9_BW125000_TP2.csv,56.25,9,125000,2
distance_56.25m/SF9/SF9_BW125000_TP12.csv,56.25,9,125000,12
distance_56.25m/SF9/SF9_BW125000_TP22.csv,56.25,9,125000,22
distance_56.25m/SF9/SF9_BW250000_TP2.csv,56.25,9,250000,2
distance_56.25m/SF9/SF9_BW250000_TP12.csv,56.25,9,250000,12
distance_56.25m/SF9/SF9_BW250000_TP22.csv,56.25,9,250000,22
distance_56.25m/SF9/SF9_BW500000_TP2.csv,56.25,9,500000,2
distance_56.25m/SF9/SF9_BW500000_TP12.csv,56.25,9,500000,12
distance_56.25m/SF9/SF9_BW500000_TP22.csv,56.25,9,500000,22
distance_56.25m/SF10/SF10_BW62500_TP2.csv,56.25,10,62500,2
distance_56.25m/SF10/SF10_BW62500_TP12.csv,56.25,10,62500,12
distance_56.25m/SF10/SF10_BW62500_TP22.csv,56.25,10,62500,22
distance_56.25m/SF10/SF10_BW125000_TP2.csv,56.25,10,125000,2
distance_56.25m/SF10/SF10_BW125000_TP12.csv,56.25,10,125000,12
distance_56.25m/SF10/SF10_BW125000_TP22.csv,56.25,10,125000,22
distance_56.25m/SF10/SF10_BW250000_TP2.csv,56.25,10,250000,2
distance_56.25m/SF10/SF10_BW250000_TP12.csv,56.25,10,250000,12
distance_56.25m/SF10/SF10_BW250000_TP22.csv,56.25,10,250000,22
distance_56.25m/SF10/SF10_BW500000_TP2.csv,56.25,10,500000,2
distance_56.25m/SF10/SF10_BW500000_TP12.csv,56.25,10,500000,12
distance_56.25m/SF10/SF10_BW500000_TP22.csv,56.25,10,500000,22
distance_56.25m/SF11/SF11_BW125000_TP2.csv,56.25,11,125000,2
distance_56.25m/SF11/SF11_BW125000_TP12.csv,56.25,11,125000,12
distance_56.25m/SF11/SF11_BW125000_TP22.csv,56.25,11,125000,22
distance_56.25m/SF11/SF11_BW250000_TP2.csv,56.25,11,250000,2
distance_56.25m/SF11/SF11_BW250000_TP12.csv,56.25,11,250000,12
distance_56.25m/SF11/SF11_BW250000_TP22.csv,56.25,11,250000,22
distance_56.25m/SF11/SF11_BW500000_TP2.csv,56.25,11,500000,2
distance_56.25m/SF11/SF11_BW500000_TP12.csv,56.25,11,500000,12
distance_56.25m/SF11/SF11_BW500000_TP22.csv,56.25,11,500000,22
distance_56.25m/SF12/SF12_BW250000_TP2.csv,56.25,12,250000,2
distance_56.25m/SF12/SF12_BW250000_TP12.csv,56.25,12,250000,12
distance_56.25m/SF12/SF12_BW250000_TP22.csv,56.25,12,250000,22
distance_56.25m/SF12/SF12_BW500000_TP2.csv,56.25,12,500000,2
distance_56.25m/SF12/SF12_BW500000_TP12.csv,56.25,12,500000,12
distance_56.25m/SF12/SF12_BW500000_TP22.csv,56.25,12,500000,22
distance_62.5m/SF7/SF7_BW62500_TP2.csv,62.5,7,62500,2
distance_62.5m/SF7/SF7_BW62500_TP12.csv,62.5,7,62500,12
distance_62.5m/SF7/SF7_BW62500_TP22.csv,62.5,7,62500,22
distance_62.5m/SF7/SF7_BW125000_TP2.csv,62.5,7,125000,2
distance_62.5m/SF7/SF7_BW125000_TP12.csv,62.5,7,125000,12
distance_62.5m/SF7/SF7_BW125000_TP22.csv,62.5,7,125000,22
distance_62.5m/SF7/SF7_BW250000_TP2.csv,62.5,7,250000,2
distance_62.5m/SF7/SF7_BW250000_TP12.csv,62.5,7,250000,12
distance_62.5m/SF7/SF7_BW250000_TP22.csv,62.5,7,250000,22
distance_62.5m/SF7/SF7_BW500000_TP2.csv,62.5,7,500000,2
distance_62.5m/SF7/SF7_BW500000_TP12.csv,62.5,7,500000,12
distance_62.5m/SF7/SF7_BW500000_TP22.csv,62.5,7,500000,22
distance_62.5m/SF8/SF8_BW62500_TP2.csv,62.5,8,62500,2
distance_62.5m/SF8/SF8_BW62500_TP12.csv,62.5,8,62500,12
distance_62.5m/SF8/SF8_BW62500_TP22.csv,62.5,8,62500,22
distance_62.5m/SF8/SF8_BW125000_TP2.csv,62.5,8,125000,2
distance_62.5m/SF8/SF8_BW125000_TP12.csv,62.5,8,125000,12
distance_62.5m/SF8/SF8_BW125000_TP22.csv,62.5,8,125000,22
distance_62.5m/SF8/SF8_BW250000_TP2.csv,62.5,8,250000,2
distance_62.5m/SF8/SF8_BW250000_TP12.csv,62.5,8,250000,12
distance_62.5m/SF8/SF8_BW250000_TP22.csv,62.5,8,250000,22
distance_62.5m/SF8/SF8_BW500000_TP2.csv,62.5,8,500000,2
distance_62.5m/SF8/SF8_BW500000_TP12.csv,62.5,8,500000,12
distance_62.5m/SF8/SF8_BW500000_TP22.csv,62.5,8,500000,22
distance_62.5m/SF9/SF9_BW62500_TP2.csv,62.5,9,62500,2
distance_62.5m/SF9/SF9_BW62500_TP12.csv,62.5,9,62500,12
distance_62.5m/SF9/SF9_BW62500_TP22.csv,62.5,9,62500,22
distance_62.5m/SF9/SF9_BW125000_TP2.csv,62.5,9,125000,2
distance_62.5m/SF9/SF9_BW125000_TP12.csv,62.5,9,125000,12
distance_62.5m/SF9/SF9_BW125000_TP22.csv,62.5,9,125000,22
distance_62.5m/SF9/SF9_BW250000_TP2.csv,62.5,9,250000,2
distance_62.5m/SF9/SF9_BW250000_TP12.csv,62.5,9,250000,12
distance_62.5m/SF9/SF9_BW250000_TP22.csv,62.5,9,250000,22
distance_62.5m/SF9/SF9_BW500000_TP2.csv,62.5,9,500000,2
distance_62.5m/SF9/SF9_BW500000_TP12.csv,62.5,9,500000,12
distance_62.5m/SF9/SF9_BW500000_TP22.csv,62.5,9,500000,22
distance_62.5m/SF10/SF10_BW62500_TP2.csv,62.5,10,62500,2
distance_62.5m/SF10/SF10_BW62500_TP12.csv,62.5,10,62500,12
distance_62.5m/SF10/SF10_BW62500_TP22.csv,62.5,10,62500,22
distance_62.5m/SF10/SF10_BW125000_TP2.csv,62.5,10,125000,2
distance_62.5m/SF10/SF10_BW125000_TP12.csv,62.5,10,125000,12
distance_62.5m/SF10/SF10_BW125000_TP22.csv,62.5,10,125000,22
distance_62.5m/SF10/SF10_BW250000_TP2.csv,62.5,10,250000,2
distance_62.5m/SF10/SF10_BW250000_TP12.csv,62.5,10,250000,12
distance_62.5m/SF10/SF10_BW250000_TP22.csv,62.5,10,250000,22
distance_62.5m/SF10/SF10_BW500000_TP2.csv,62.5,10,500000,2
distance_62.5m/SF10/SF10_BW500000_TP12.csv,62.5,10,500000,12
distance_62.5m/SF10/SF10_BW500000_TP22.csv,62.5,10,500000,22
distance_62.5m/SF11/SF11_BW125000_TP2.csv,62.5,11,125000,2
distance_62.5m/SF11/SF11_BW125000_TP12.csv,62.5,11,125000,12
distance_62.5m/SF11/SF11_BW125000_TP22.csv,62.5,11,125000,22
distance_62.5m/SF11/SF11_BW250000_TP2.csv,62.5,11,250000,2
distance_62.5m/SF11/SF11_BW250000_TP12.csv,62.5,11,250000,12
distance_62.5m/SF11/SF11_BW250000_TP22.csv,62.5,11,250000,22
distance_62.5m/SF11/SF11_BW500000_TP2.csv,62.5,11,500000,2
distance_62.5m/SF11/SF11_BW500000_TP12.csv,62.5,11,500000,12
distance_62.5m/SF11/SF11_BW500000_TP22.csv,62.5,11,500000,22
distance_62.5m/SF12/SF12_BW250000_TP2.csv,62.5,12,250000,2
distance_62.5m/SF12/SF12_BW250000_TP12.csv,62.5,12,250000,12
distance_62.5m/SF12/SF12_BW250000_TP22.csv,62.5,12,250000,22
distance_62.5m/SF12/SF12_BW500000_TP2.csv,62.5,12,500000,2
distance_62.5m/SF12/SF12_BW500000_TP12.csv,62.5,12,500000,12
distance_62.5m/SF12/SF12_BW500000_TP22.csv,62.5,12,500000,22
distance_68.75m/SF7/SF7_BW62500_TP2.csv,68.75,7,62500,2
distance_68.75m/SF7/SF7_BW62500_TP12.csv,68.75,7,62500,12
distance_68.75m/SF7/SF7_BW62500_TP22.csv,68.75,7,62500,22
distance_68.75m/SF7/SF7_BW125000_TP2.csv,68.75,7,125000,2
distance_68.75m/SF7/SF7_BW125000_TP12.csv,68.75,7,125000,12
distance_68.75m/SF7/SF7_BW125000_TP22.csv,68.75,7,125000,22
distance_68.75m/SF7/SF7_BW250000_TP2.csv,68.75,7,250000,2
distance_68.75m/SF7/SF7_BW250000_TP12.csv,68.75,7,250000,12
distance_68.75m/SF7/SF7_BW250000_TP22.csv,68.75,7,250000,22
distance_68.75m/SF7/SF7_BW500000_TP2.csv,68.75,7,500000,2
distance_68.75m/SF7/SF7_BW500000_TP12.csv,68.75,7,500000,12
distance_68.75m/SF7/SF7_BW500000_TP22.csv,68.75,7,500000,22
distance_68.75m/SF8/SF8_BW62500_TP2.csv,68.75,8,62500,2
distance_68.75m/SF8/SF8_BW62500_TP12.csv,68.75,8,62500,12
distance_68.75m/SF8/SF8_BW62500_TP22.csv,68.75,8,62500,22
distance_68.75m/SF8/SF8_BW125000_TP2.csv,68.75,8,125000,2
distance_68.75m/SF8/SF8_BW125000_TP12.csv,68.75,8,125000,12
distance_68.75m/SF8/SF8_BW125000_TP22.csv,68.75,8,125000,22
distance_68.75m/SF8/SF8_BW250000_TP2.csv,68.75,8,250000,2
distance_68.75m/SF8/SF8_BW250000_TP12.csv,68.75,8,250000,12
distance_68.75m/SF8/SF8_BW250000_TP22.csv,68.75,8,250000,22
distance_68.75m/SF8/SF8_BW500000_TP2.csv,68.75,8,500000,2
distance_68.75m/SF8/SF8_BW500000_TP12.csv,68.75,8,500000,12
distance_68.75m/SF8/SF8_BW500000_TP22.csv,68.75,8,500000,22
distance_68.75m/SF9/SF9_BW62500_TP2.csv,68.75,9,62500,2
distance_68.75m/SF9/SF9_BW62500_TP12.csv,68.75,9,62500,12
distance_68.75m/SF9/SF9_BW62500_TP22.csv,68.75,9,62500,22
distance_68.75m/SF9/SF9_BW125000_TP2.csv,68.75,9,125000,2
distance_68.75m/SF9/SF9_BW125000_TP12.csv,68.75,9,125000,12
distance_68.75m/SF9/SF9_BW125000_TP22.csv,68.75,9,125000,22
distance_68.75m/SF9/SF9_BW250000_TP2.csv,68.75,9,250000,2
distance_68.75m/SF9/SF9_BW250000_TP12.csv,68.75,9,250000,12
distance_68.75m/SF9/SF9_BW250000_TP22.csv,68.75,9,250000,22
distance_68.75m/SF9/SF9_BW500000_TP2.csv,68.75,9,500000,2
distance_68.75m/SF9/SF9_BW500000_TP12.csv,68.75,9,500000,12
distance_68.75m/SF9/SF9_BW500000_TP22.csv,68.75,9,500000,22
distance_68.75m/SF10/SF10_BW62500_TP2.csv,68.75,10,62500,2
distance_68.75m/SF10/SF10_BW62500_TP12.csv,68.75,10,62500,12
distance_68.75m/SF10/SF10_BW62500_TP22.csv,68.75,10,62500,22
distance_68.75m/SF10/SF10_BW125000_TP2.csv,68.75,10,125000,2
distance_68.75m/SF10/SF10_BW125000_TP12.csv,68.75,10,125000,12
distance_68.75m/SF10/SF10_BW125000_TP22.csv,68.75,10,125000,22
