relative_path,distance_m,sf,bw_hz,tp_dbm
distance_68.75m/SF10/SF10_BW250000_TP2.csv,68.75,10,250000,2
distance_68.75m/SF10/SF10_BW250000_TP12.csv,68.75,10,250000,12
distance_68.75m/SF10/SF10_BW250000_TP22.csv,68.75,10,250000,22
distance_68.75m/SF10/SF10_BW500000_TP2.csv,68.75,10,500000,2
distance_68.75m/SF10/SF10_BW500000_TP12.csv,68.75,10,500000,12
distance_68.75m/SF10/SF10_BW500000_TP22.csv,68.75,10,500000,22
distance_68.75m/SF11/SF11_BW125000_TP2.csv,68.75,11,125000,2
distance_68.75m/SF11/SF11_BW125000_TP12.csv,68.75,11,125000,12
distance_68.75m/SF11/SF11_BW125000_TP22.csv,68.75,11,125000,22
distance_68.75m/SF11/SF11_BW250000_TP2.csv,68.75,11,250000,2
distance_68.75m/SF11/SF11_BW250000_TP12.csv,68.75,11,250000,12
distance_68.75m/SF11/SF11_BW250000_TP22.csv,68.75,11,250000,22
distance_68.75m/SF11/SF11_BW500000_TP2.csv,68.75,11,500000,2
distance_68.75m/SF11/SF11_BW500000_TP12.csv,68.75,11,500000,12
distance_68.75m/SF11/SF11_BW500000_TP22.csv,68.75,11,500000,22
distance_68.75m/SF12/SF12_BW250000_TP2.csv,68.75,12,250000,2
distance_68.75m/SF12/SF12_BW250000_TP12.csv,68.75,12,250000,12
distance_68.75m/SF12/SF12_BW250000_TP22.csv,68.75,12,250000,22
distance_68.75m/SF12/SF12_BW500000_TP2.csv,68.75,12,500000,2
distance_68.75m/SF12/SF12_BW500000_TP12.csv,68.75,12,500000,12
distance_68.75m/SF12/SF12_BW500000_TP22.csv,68.75,12,500000,22
distance_75.0m/SF7/SF7_BW62500_TP2.csv,75,7,62500,2
distance_75.0m/SF7/SF7_BW62500_TP12.csv,75,7,62500,12
distance_75.0m/SF7/SF7_BW62500_TP22.csv,75,7,62500,22
distance_75.0m/SF7/SF7_BW125000_TP2.csv,75,7,125000,2
distance_75.0m/SF7/SF7_BW125000_TP12.csv,75,7,125000,12
distance_75.0m/SF7/SF7_BW125000_TP22.csv,75,7,125000,22
distance_75.0m/SF7/SF7_BW250000_TP2.csv,75,7,250000,2
distance_75.0m/SF7/SF7_BW250000_TP12.csv,75,7,250000,12
distance_75.0m/SF7/SF7_BW250000_TP22.csv,75,7,250000,22
distance_75.0m/SF7/SF7_BW500000_TP2.csv,75,7,500000,2
distance_75.0m/SF7/SF7_BW500000_TP12.csv,75,7,500000,12
distance_75.0m/SF7/SF7_BW500000_TP22.csv,75,7,500000,22
distance_75.0m/SF8/SF8_BW62500_TP2.csv,75,8,62500,2
distance_75.0m/SF8/SF8_BW62500_TP12.csv,75,8,62500,12
distance_75.0m/SF8/SF8_BW62500_TP22.csv,75,8,62500,22
distance_75.0m/SF8/SF8_BW125000_TP2.csv,75,8,125000,2
distance_75.0m/SF8/SF8_BW125000_TP12.csv,75,8,125000,12
distance_75.0m/SF8/SF8_BW125000_TP22.csv,75,8,125000,22
distance_75.0m/SF8/SF8_BW250000_TP2.csv,75,8,250000,2
distance_75.0m/SF8/SF8_BW250000_TP12.csv,75,8,250000,12
distance_75.0m/SF8/SF8_BW250000_TP22.csv,75,8,250000,22
distance_75.0m/SF8/SF8_BW500000_TP2.csv,75,8,500000,2
distance_75.0m/SF8/SF8_BW500000_TP12.csv,75,8,500000,12
distance_75.0m/SF8/SF8_BW500000_TP22.csv,75,8,500000,22
distance_75.0m/SF9/SF9_BW62500_TP2.csv,75,9,62500,2
distance_75.0m/SF9/SF9_BW62500_TP12.csv,75,9,62500,12
distance_75.0m/SF9/SF9_BW62500_TP22.csv,75,9,62500,22
distance_75.0m/SF9/SF9_BW125000_TP2.csv,75,9,125000,2
distance_75.0m/SF9/SF9_BW125000_TP12.csv,75,9,125000,12
distance_75.0m/SF9/SF9_BW125000_TP22.csv,75,9,125000,22
distance_75.0m/SF9/SF9_BW250000_TP2.csv,75,9,250000,2
distance_75.0m/SF9/SF9_BW250000_TP12.csv,75,9,250000,12
distance_75.0m/SF9/SF9_BW250000_TP22.csv,75,9,250000,22
distance_75.0m/SF9/SF9_BW500000_TP2.csv,75,9,500000,2
distance_75.0m/SF9/SF9_BW500000_TP12.csv,75,9,500000,12
distance_75.0m/SF9/SF9_BW500000_TP22.csv,75,9,500000,22
distance_75.0m/SF10/SF10_BW62500_TP2.csv,75,10,62500,2
distance_75.0m/SF10/SF10_BW62500_TP12.csv,75,10,62500,12
distance_75.0m/SF10/SF10_BW62500_TP22.csv,75,10,62500,22
distance_75.0m/SF10/SF10_BW125000_TP2.csv,75,10,125000,2
distance_75.0m/SF10/SF10_BW125000_TP12.csv,75,10,125000,12
distance_75.0m/SF10/SF10_BW125000_TP22.csv,75,10,125000,22
distance_75.0m/SF10/SF10_BW250000_TP2.csv,75,10,250000,2
distance_75.0m/SF10/SF10_BW250000_TP12.csv,75,10,250000,12
distance_75.0m/SF10/SF10_BW250000_TP22.csv,75,10,250000,22
distance_75.0m/SF10/SF10_BW500000_TP2.csv,75,10,500000,2
distance_75.0m/SF10/SF10_BW500000_TP12.csv,75,10,500000,12
distance_75.0m/SF10/SF10_BW500000_TP22.csv,75,10,500000,22
distance_75.0m/SF11/SF11_BW125000_TP2.csv,75,11,125000,2
distance_75.0m/SF11/SF11_BW125000_TP12.csv,75,11,125000,12
distance_75.0m/SF11/SF11_BW125000_TP22.csv,75,11,125000,22
distance_75.0m/SF11/SF11_BW250000_TP2.csv,75,11,250000,2
distance_75.0m/SF11/SF11_BW250000_TP12.csv,75,11,250000,12
distance_75.0m/SF11/SF11_BW250000_TP22.csv,75,11,250000,22
distance_75.0m/SF11/SF11_BW500000_TP2.csv,75,11,500000,2
distance_75.0m/SF11/SF11_BW500000_TP12.csv,75,11,500000,12
distance_75.0m/SF11/SF11_BW500000_TP22.csv,75,11,500000,22
distance_75.0m/SF12/SF12_BW250000_TP2.csv,75,12,250000,2
distance_75.0m/SF12/SF12_BW250000_TP12.csv,75,12,250000,12
distance_75.0m/SF12/SF12_BW250000_TP22.csv,75,12,250000,22
distance_75.0m/SF12/SF12_BW500000_TP2.csv,75,12,500000,2
distance_75.0m/SF12/SF12_BW500000_TP12.csv,75,12,500000,12
distance_75.0m/SF12/SF12_BW500000_TP22.csv,75,12,500000,22
distance_81.25m/SF7/SF7_BW62500_TP2.csv,81.25,7,62500,2
distance_81.25m/SF7/SF7_BW62500_TP12.csv,81.25,7,62500,12
distance_81.25m/SF7/SF7_BW62500_TP22.csv,81.25,7,62500,22
distance_81.25m/SF7/SF7_BW125000_TP2.csv,81.25,7,125000,2
distance_81.25m/SF7/SF7_BW125000_TP12.csv,81.25,7,125000,12
distance_81.25m/SF7/SF7_BW125000_TP22.csv,81.25,7,125000,22
distance_81.25m/SF7/SF7_BW250000_TP2.csv,81.25,7,250000,2
distance_81.25m/SF7/SF7_BW250000_TP12.csv,81.25,7,250000,12
distance_81.25m/SF7/SF7_BW250000_TP22.csv,81.25,7,250000,22
distance_81.25m/SF7/SF7_BW500000_TP2.csv,81.25,7,500000,2
distance_81.25m/SF7/SF7_BW500000_TP12.csv,81.25,7,500000,12
distance_81.25m/SF7/SF7_BW500000_TP22.csv,81.25,7,500000,22
distance_81.25m/SF8/SF8_BW62500_TP2.csv,81.25,8,62500,2
distance_81.25m/SF8/SF8_BW62500_TP12.csv,81.25,8,62500,12
distance_81.25m/SF8/SF8_BW62500_TP22.csv,81.25,8,62500,22
distance_81.25m/SF8/SF8_BW125000_TP2.csv,81.25,8,125000,2
distance_81.25m/SF8/SF8_BW125000_TP12.csv,81.25,8,125000,12
distance_81.25m/SF8/SF8_BW125000_TP22.csv,81.25,8,125000,22
distance_81.25m/SF8/SF8_BW250000_TP2.csv,81.25,8,250000,2
distance_81.25m/SF8/SF8_BW250000_TP12.csv,81.25,8,250000,12
distance_81.25m/SF8/SF8_BW250000_TP22.csv,81.25,8,250000,22
distance_81.25m/SF8/SF8_BW500000_TP2.csv,81.25,8,500000,2
distance_81.25m/SF8/SF8_BW500000_TP12.csv,81.25,8,500000,12
distance_81.25m/SF8/SF8_BW500000_TP22.csv,81.25,8,500000,22
distance_81.25m/SF9/SF9_BW62500_TP2.csv,81.25,9,62500,2
distance_81.25m/SF9/SF9_BW62500_TP12.csv,81.25,9,62500,12
distance_81.25m/SF9/SF9_BW62500_TP22.csv,81.25,9,62500,22
distance_81.25m/SF9/SF9_BW125000_TP2.csv,81.25,9,125000,2
distance_81.25m/SF9/SF9_BW125000_TP12.csv,81.25,9,125000,12
distance_81.25m/SF9/SF9_BW125000_TP22.csv,81.25,9,125000,22
distance_81.25m/SF9/SF9_BW250000_TP2.csv,81.25,9,250000,2
distance_81.25m/SF9/SF9_BW250000_TP12.csv,81.25,9,250000,12
distance_81.25m/SF9/SF9_BW250000_TP22.csv,81.25,9,250000,22
distance_81.25m/SF9/SF9_BW500000_TP2.csv,81.25,9,500000,2
distance_81.25m/SF9/SF9_BW500000_TP12.csv,81.25,9,500000,12
distance_81.25m/SF9/SF9_BW500000_TP22.csv,81.25,9,500000,22
distance_81.25m/SF10/SF10_BW62500_TP2.csv,81.25,10,62500,2
distance_81.25m/SF10/SF10_BW62500_TP12.csv,81.25,10,62500,12
distance_81.25m/SF10/SF10_BW62500_TP22.csv,81.25,10,62500,22
distance_81.25m/SF10/SF10_BW125000_TP2.csv,81.25,10,125000,2
distance_81.25m/SF10/SF10_BW125000_TP12.csv,81.25,10,125000,12
distance_81.25m/SF10/SF10_BW125000_TP22.csv,81.25,10,125000,22
distance_81.25m/SF10/SF10_BW250000_TP2.csv,81.25,10,250000,2
distance_81.25m/SF10/SF10_BW250000_TP12.csv,81.25,10,250000,12
distance_81.25m/SF10/SF10_BW250000_TP22.csv,81.25,10,250000,22
distance_81.25m/SF10/SF10_BW500000_TP2.csv,81.25,10,500000,2
distance_81.25m/SF10/SF10_BW500000_TP12.csv,81.25,10,500000,12
distance_81.25m/SF10/SF10_BW500000_TP22.csv,81.25,10,500000,22
distance_81.25m/SF11/SF11_BW125000_TP2.csv,81.25,11,125000,2
distance_81.25m/SF11/SF11_BW125000_TP12.csv,81.25,11,125000,12
distance_81.25m/SF11/SF11_BW125000_TP22.csv,81.25,11,125000,22
distance_81.25m/SF11/SF11_BW250000_TP2.csv,81.25,11,250000,2
distance_81.25m/SF11/SF11_BW250000_TP12.csv,81.25,11,250000,12
distance_81.25m/SF11/SF11_BW250000_TP22.csv,81.25,11,250000,22
distance_81.25m/SF11/SF11_BW500000_TP2.csv,81.25,11,500000,2
distance_81.25m/SF11/SF11_BW500000_TP12.csv,81.25,11,500000,12
distance_81.25m/SF11/SF11_BW500000_TP22.csv,81.25,11,500000,22
distance_81.25m/SF12/SF12_BW250000_TP2.csv,81.25,12,250000,2
distance_81.25m/SF12/SF12_BW250000_TP12.csv,81.25,12,250000,12
distance_81.25m/SF12/SF12_BW250000_TP22.csv,81.25,12,250000,22
distance_81.25m/SF12/SF12_BW500000_TP2.csv,81.25,12,500000,2
distance_81.25m/SF12/SF12_BW500000_TP12.csv,81.25,12,500000,12
distance_81.25m/SF12/SF12_BW500000_TP22.csv,81.25,12,500000,22
distance_87.5m/SF7/SF7_BW62500_TP2.csv,87.5,7,62500,2
distance_87.5m/SF7/SF7_BW62500_TP12.csv,87.5,7,62500,12
distance_87.5m/SF7/SF7_BW62500_TP22.csv,87.5,7,62500,22
distance_87.5m/SF7/SF7_BW125000_TP2.csv,87.5,7,125000,2
distance_87.5m/SF7/SF7_BW125000_TP12.csv,87.5,7,125000,12
distance_87.5m/SF7/SF7_BW125000_TP22.csv,87.5,7,125000,22
distance_87.5m/SF7/SF7_BW250000_TP2.csv,87.5,7,250000,2
distance_87.5m/SF7/SF7_BW250000_TP12.csv,87.5,7,250000,12
distance_87.5m/SF7/SF7_BW250000_TP22.csv,87.5,7,250000,22
distance_87.5m/SF7/SF7_BW500000_TP2.csv,87.5,7,500000,2
distance_87.5m/SF7/SF7_BW500000_TP12.csv,87.5,7,500000,12
distance_87.5m/SF7/SF7_BW500000_TP22.csv,87.5,7,500000,22
distance_87.5m/SF8/SF8_BW62500_TP2.csv,87.5,8,62500,2
distance_87.5m/SF8/SF8_BW62500_TP12.csv,87.5,8,62500,12
distance_87.5m/SF8/SF8_BW62500_TP22.csv,87.5,8,62500,22
distance_87.5m/SF8/SF8_BW125000_TP2.csv,87.5,8,125000,2
distance_87.5m/SF8/SF8_BW125000_TP12.csv,87.5,8,125000,12
distance_87.5m/SF8/SF8_BW125000_TP22.csv,87.5,8,125000,22
distance_87.5m/SF8/SF8_BW250000_TP2.csv,87.5,8,250000,2
distance_87.5m/SF8/SF8_BW250000_TP12.csv,87.5,8,250000,12
distance_87.5m/SF8/SF8_BW250000_TP22.csv,87.5,8,250000,22
distance_87.5m/SF8/SF8_BW500000_TP2.csv,87.5,8,500000,2
distance_87.5m/SF8/SF8_BW500000_TP12.csv,87.5,8,500000,12
distance_87.5m/SF8/SF8_BW500000_TP22.csv,87.5,8,500000,22
distance_87.5m/SF9/SF9_BW62500_TP2.csv,87.5,9,62500,2
distance_87.5m/SF9/SF9_BW62500_TP12.csv,87.5,9,62500,12
distance_87.5m/SF9/SF9_BW62500_TP22.csv,87.5,9,62500,22
distance_87.5m/SF9/SF9_BW125000_TP2.csv,87.5,9,125000,2
distance_87.5m/SF9/SF9_BW125000_TP12.csv,87.5,9,125000,12
distance_87.5m/SF9/SF9_BW125000_TP22.csv,87.5,9,125000,22
distance_87.5m/SF9/SF9_BW250000_TP2.csv,87.5,9,250000,2
distance_87.5m/SF9/SF9_BW250000_TP12.csv,87.5,9,250000,12
distance_87.5m/SF9/SF9_BW250000_TP22.csv,87.5,9,250000,22
distance_87.5m/SF9/SF9_BW500000_TP2.csv,87.5,9,500000,2
distance_87.5m/SF9/SF9_BW500000_TP12.csv,87.5,9,500000,12
distance_87.5m/SF9/SF9_BW500000_TP22.csv,87.5,9,500000,22
distance_87.5m/SF10/SF10_BW62500_TP2.csv,87.5,10,62500,2
distance_87.5m/SF10/SF10_BW62500_TP12.csv,87.5,10,62500,12
distance_87.5m/SF10/SF10_BW62500_TP22.csv,87.5,10,62500,22
distance_87.5m/SF10/SF10_BW125000_TP2.csv,87.5,10,125000,2
distance_87.5m/SF10/SF10_BW125000_TP12.csv,87.5,10,125000,12
distance_87.5m/SF10/SF10_BW125000_TP22.csv,87.5,10,125000,22
distance_87.5m/SF10/SF10_BW250000_TP2.csv,87.5,10,250000,2
distance_87.5m/SF10/SF10_BW250000_TP12.csv,87.5,10,250000,12
distance_87.5m/SF10/SF10_BW250000_TP22.csv,87.5,10,250000,22
distance_87.5m/SF10/SF10_BW500000_TP2.csv,87.5,10,500000,2
distance_87.5m/SF10/SF10_BW500000_TP12.csv,87.5,10,500000,12
distance_87.5m/SF10/SF10_BW500000_TP22.csv,87.5,10,500000,22
distance_87.5m/SF11/SF11_BW125000_TP2.csv,87.5,11,125000,2
distance_87.5m/SF11/SF11_BW125000_TP12.csv,87.5,11,125000,12
distance_87.5m/SF11/SF11_BW125000_TP22.csv,87.5,11,125000,22
distance_87.5m/SF11/SF11_BW250000_TP2.csv,87.5,11,250000,2
distance_87.5m/SF11/SF11_BW250000_TP12.csv,87.5,11,250000,12
distance_87.5m/SF11/SF11_BW250000_TP22.csv,87.5,11,250000,22
distance_87.5m/SF11/SF11_BW500000_TP2.csv,87.5,11,500000,2
distance_87.5m/SF11/SF11_BW500000_TP12.csv,87.5,11,500000,12
distance_87.5m/SF11/SF11_BW500000_TP22.csv,87.5,11,500000,22
distance_87.5m/SF12/SF12_BW250000_TP2.csv,87.5,12,250000,2
distance_87.5m/SF12/SF12_BW250000_TP12.csv,87.5,12,250000,12
distance_87.5m/SF12/SF12_BW250000_TP22.csv,87.5,12,250000,22
distance_87.5m/SF12/SF12_BW500000_TP2.csv,87.5,12,500000,2
distance_87.5m/SF12/SF12_BW500000_TP12.csv,87.5,12,500000,12
distance_87.5m/SF12/SF12_BW500000_TP22.csv,87.5,12,500000,22
distance_93.75m/SF7/SF7_BW62500_TP2.csv,93.75,7,62500,2
distance_93.75m/SF7/SF7_BW62500_TP12.csv,93.75,7,62500,12
distance_93.75m/SF7/SF7_BW62500_TP22.csv,93.75,7,62500,22
distance_93.75m/SF7/SF7_BW125000_TP2.csv,93.75,7,125000,2
distance_93.75m/SF7/SF7_BW125000_TP12.csv,93.75,7,125000,12
distance_93.75m/SF7/SF7_BW125000_TP22.csv,93.75,7,125000,22
distance_93.75m/SF7/SF7_BW250000_TP2.csv,93.75,7,250000,2
distance_93.75m/SF7/SF7_BW250000_TP12.csv,93.75,7,250000,12
distance_93.75m/SF7/SF7_BW250000_TP22.csv,93.75,7,250000,22
distance_93.75m/SF7/SF7_BW500000_TP2.csv,93.75,7,500000,2
distance_93.75m/SF7/SF7_BW500000_TP12.csv,93.75,7,500000,12
distance_93.75m/SF7/SF7_BW500000_TP22.csv,93.75,7,500000,22
distance_93.75m/SF8/SF8_BW62500_TP2.csv,93.75,8,62500,2
distance_93.75m/SF8/SF8_BW62500_TP12.csv,93.75,8,62500,12
distance_93.75m/SF8/SF8_BW62500_TP22.csv,93.75,8,62500,22
distance_93.75m/SF8/SF8_BW125000_TP2.csv,93.75,8,125000,2
distance_93.75m/SF8/SF8_BW125000_TP12.csv,93.75,8,125000,12
distance_93.75m/SF8/SF8_BW125000_TP22.csv,93.75,8,125000,22
distance_93.75m/SF8/SF8_BW250000_TP2.csv,93.75,8,250000,2
distance_93.75m/SF8/SF8_BW250000_TP12.csv,93.75,8,250000,12
distance_93.75m/SF8/SF8_BW250000_TP22.csv,93.75,8,250000,22
distance_93.75m/SF8/SF8_BW500000_TP2.csv,93.75,8,500000,2
distance_93.75m/SF8/SF8_BW500000_TP12.csv,93.75,8,500000,12
distance_93.75m/SF8/SF8_BW500000_TP22.csv,93.75,8,500000,22
distance_93.75m/SF9/SF9_BW62500_TP2.csv,93.75,9,62500,2
distance_93.75m/SF9/SF9_BW62500_TP12.csv,93.75,9,62500,12
distance_93.75m/SF9/SF9_BW62500_TP22.csv,93.75,9,62500,22
distance_93.75m/SF9/SF9_BW125000_TP2.csv,93.75,9,125000,2
distance_93.75m/SF9/SF9_BW125000_TP12.csv,93.75,9,125000,12
distance_93.75m/SF9/SF9_BW125000_TP22.csv,93.75,9,125000,22
distance_93.75m/SF9/SF9_BW250000_TP2.csv,93.75,9,250000,2
distance_93.75m/SF9/SF9_BW250000_TP12.csv,93.75,9,250000,12
distance_93.75m/SF9/SF9_BW250000_TP22.csv,93.75,9,250000,22
distance_93.75m/SF9/SF9_BW500000_TP2.csv,93.75,9,500000,2
distance_93.75m/SF9/SF9_BW500000_TP12.csv,93.75,9,500000,12
distance_93.75m/SF9/SF9_BW500000_TP22.csv,93.75,9,500000,22
distance_93.75m/SF10/SF10_BW62500_TP2.csv,93.75,10,62500,2
distance_93.75m/SF10/SF10_BW62500_TP12.csv,93.75,10,62500,12
distance_93.75m/SF10/SF10_BW62500_TP22.csv,93.75,10,62500,22
distance_93.75m/SF10/SF10_BW125000_TP2.csv,93.75,10,125000,2
distance_93.75m/SF10/SF10_BW125000_TP12.csv,93.75,10,125000,12
distance_93.75m/SF10/SF10_BW125000_TP22.csv,93.75,10,125000,22
distance_93.75m/SF10/SF10_BW250000_TP2.csv,93.75,10,250000,2
distance_93.75m/SF10/SF10_BW250000_TP12.csv,93.75,10,250000,12
distance_93.75m/SF10/SF10_BW250000_TP22.csv,93.75,10,250000,22
distance_93.75m/SF10/SF10_BW500000_TP2.csv,93.75,10,500000,2
distance_93.75m/SF10/SF10_BW500000_TP12.csv,93.75,10,500000,12
distance_93.75m/SF10/SF10_BW500000_TP22.csv,93.75,10,500000,22
distance_93.75m/SF11/SF11_BW125000_TP2.csv,93.75,11,125000,2
distance_93.75m/SF11/SF11_BW125000_TP12.csv,93.75,11,125000,12
distance_93.75m/SF11/SF11_BW125000_TP22.csv,93.75,11,125000,22
distance_93.75m/SF11/SF11_BW250000_TP2.csv,93.75,11,250000,2
distance_93.75m/SF11/SF11_BW250000_TP12.csv,93.75,11,250000,12
distance_93.75m/SF11/SF11_BW250000_TP22.csv,93.75,11,250000,22
distance_93.75m/SF11/SF11_BW500000_TP2.csv,93.75,11,500000,2
distance_93.75m/SF11/SF11_BW500000_TP12.csv,93.75,11,500000,12
distance_93.75m/SF11/SF11_BW500000_TP22.csv,93.75,11,500000,22
distance_93.75m/SF12/SF12_BW250000_TP2.csv,93.75,12,250000,2
distance_93.75m/SF12/SF12_BW250000_TP12.csv,93.75,12,250000,12
distance_93.75m/SF12/SF12_BW250000_TP22.csv,93.75,12,250000,22
distance_93.75m/SF12/SF12_BW500000_TP2.csv,93.75,12,500000,2
distance_93.75m/SF12/SF12_BW500000_TP12.csv,93.75,12,500000,12
distance_93.75m/SF12/SF12_BW500000_TP22.csv,93.75,12,500000,22
distance_100.0m/SF7/SF7_BW62500_TP2.csv,100,7,62500,2
distance_100.0m/SF7/SF7_BW62500_TP12.csv,100,7,62500,12
distance_100.0m/SF7/SF7_BW62500_TP22.csv,100,7,62500,22
distance_100.0m/SF7/SF7_BW125000_TP2.csv,100,7,125000,2
distance_100.0m/SF7/SF7_BW125000_TP12.csv,100,7,125000,12
distance_100.0m/SF7/SF7_BW125000_TP22.csv,100,7,125000,22
distance_100.0m/SF7/SF7_BW250000_TP2.csv,100,7,250000,2
distance_100.0m/SF7/SF7_BW250000_TP12.csv,100,7,250000,12
distance_100.0m/SF7/SF7_BW250000_TP22.csv,100,7,250000,22
distance_100.0m/SF7/SF7_BW500000_TP2.csv,100,7,500000,2
distance_100.0m/SF7/SF7_BW500000_TP12.csv,100,7,500000,12
distance_100.0m/SF7/SF7_BW500000_TP22.csv,100,7,500000,22
distance_100.0m/SF8/SF8_BW62500_TP2.csv,100,8,62500,2
distance_100.0m/SF8/SF8_BW62500_TP12.csv,100,8,62500,12
distance_100.0m/SF8/SF8_BW62500_TP22.csv,100,8,62500,22
distance_100.0m/SF8/SF8_BW125000_TP2.csv,100,8,125000,2
distance_100.0m/SF8/SF8_BW125000_TP12.csv,100,8,125000,12
distance_100.0m/SF8/SF8_BW125000_TP22.csv,100,8,125000,22
distance_100.0m/SF8/SF8_BW250000_TP2.csv,100,8,250000,2
distance_100.0m/SF8/SF8_BW250000_TP12.csv,100,8,250000,12
distance_100.0m/SF8/SF8_BW250000_TP22.csv,100,8,250000,22
distance_100.0m/SF8/SF8_BW500000_TP2.csv,100,8,500000,2
distance_100.0m/SF8/SF8_BW500000_TP12.csv,100,8,500000,12
distance_100.0m/SF8/SF8_BW500000_TP22.csv,100,8,500000,22
distance_100.0m/SF9/SF9_BW62500_TP2.csv,100,9,62500,2
distance_100.0m/SF9/SF9_BW62500_TP12.csv,100,9,62500,12
distance_100.0m/SF9/SF9_BW62500_TP22.csv,100,9,62500,22
distance_100.0m/SF9/SF9_BW125000_TP2.csv,100,9,125000,2
distance_100.0m/SF9/SF9_BW125000_TP12.csv,100,9,125000,12
distance_100.0m/SF9/SF9_BW125000_TP22.csv,100,9,125000,22
distance_100.0m/SF9/SF9_BW250000_TP2.csv,100,9,250000,2
distance_100.0m/SF9/SF9_BW250000_TP12.csv,100,9,250000,12
distance_100.0m/SF9/SF9_BW250000_TP22.csv,100,9,250000,22
distance_100.0m/SF9/SF9_BW500000_TP2.csv,100,9,500000,2
distance_100.0m/SF9/SF9_BW500000_TP12.csv,100,9,500000,12
distance_100.0m/SF9/SF9_BW500000_TP22.csv,100,9,500000,22
distance_100.0m/SF10/SF10_BW62500_TP2.csv,100,10,62500,2
distance_100.0m/SF10/SF10_BW62500_TP12.csv,100,10,62500,12
distance_100.0m/SF10/SF10_BW62500_TP22.csv,100,10,62500,22
distance_100.0m/SF10/SF10_BW125000_TP2.csv,100,10,125000,2
distance_100.0m/SF10/SF10_BW125000_TP12.csv,100,10,125000,12
distance_100.0m/SF10/SF10_BW125000_TP22.csv,100,10,125000,22
distance_100.0m/SF10/SF10_BW250000_TP2.csv,100,10,250000,2
distance_100.0m/SF10/SF10_BW250000_TP12.csv,100,10,250000,12
distance_100.0m/SF10/SF10_BW250000_TP22.csv,100,10,250000,22
distance_100.0m/SF10/SF10_BW500000_TP2.csv,100,10,500000,2
distance_100.0m/SF10/SF10_BW500000_TP12.csv,100,10,500000,12
distance_100.0m/SF10/SF10_BW500000_TP22.csv,100,10,500000,22
distance_100.0m/SF11/SF11_BW125000_TP2.csv,100,11,125000,2
distance_100.0m/SF11/SF11_BW125000_TP12.csv,100,11,125000,12
distance_100.0m/SF11/SF11_BW125000_TP22.csv,100,11,125000,22
distance_100.0m/SF11/SF11_BW250000_TP2.csv,100,11,250000,2
distance_100.0m/SF11/SF11_BW250000_TP12.csv,100,11,250000,12
distance_100.0m/SF11/SF11_BW250000_TP22.csv,100,11,250000,22
distance_100.0m/SF11/SF11_BW500000_TP2.csv,100,11,500000,2
distance_100.0m/SF11/SF11_BW500000_TP12.csv,100,11,500000,12
distance_100.0m/SF11/SF11_BW500000_TP22.csv,100,11,500000,22
distance_100.0m/SF12/SF12_BW250000_TP2.csv,100,12,250000,2
distance_100.0m/SF12/SF12_BW250000_TP12.csv,100,12,250000,12
distance_100.0m/SF12/SF12_BW250000_TP22.csv,100,12,250000,22
distance_100.0m/SF12/SF12_BW500000_TP2.csv,100,12,500000,2
distance_100.0m/SF12/SF12_BW500000_TP12.csv,100,12,500000,12
distance_100.0m/SF12/SF12_BW500000_TP22.csv,100,12,500000,22
